Player,FGA 2015,FGA 2016,FGA 2017,FGA 2018,FGA 2019,FGA 2020,FG% 2015,FG% 2016,FG% 2017,FG% 2018,FG% 2019,FG% 2020,3P 2015,3P 2016,3P 2017,3P 2018,3P 2019,3P 2020,3PA 2015,3PA 2016,3PA 2017,3PA 2018,3PA 2019,3PA 2020,3P% 2015,3P% 2016,3P% 2017,3P% 2018,3P% 2019,3P% 2020,FTM 2015,FTM 2016,FTM 2017,FTM 2018,FTM 2019,FTM 2020,FTA 2015,FTA 2016,FTA 2017,FTA 2018,FTA 2019,FTA 2020,FT% 2015,FT% 2016,FT% 2017,FT% 2018,FT% 2019,FT% 2020,ORB 2015,ORB 2016,ORB 2017,ORB 2018,ORB 2019,ORB 2020,DRB 2015,DRB 2016,DRB 2017,DRB 2018,DRB 2019,DRB 2020,TRB 2015,TRB 2016,TRB 2017,TRB 2018,TRB 2019,TRB 2020,AST 2015,AST 2016,AST 2017,AST 2018,AST 2019,AST 2020,STL 2015,STL 2016,STL 2017,STL 2018,STL 2019,STL 2020,BLK 2015,BLK 2016,BLK 2017,BLK 2018,BLK 2019,BLK 2020,TOV 2015,TOV 2016,TOV 2017,TOV 2018,TOV 2019,TOV 2020,PF 2015,PF 2016,PF 2017,PF 2018,PF 2019,PF 2020,PTS 2015,PTS 2016,PTS 2017,PTS 2018,PTS 2019,PTS 2020,+/- 2015,+/- 2016,+/- 2017,+/- 2018,+/- 2019,-2020,TS% 2015,TS% 2016,TS% 2017,TS% 2018,TS% 2019,TS% 2020,eFG% 2015,eFG% 2016,eFG% 2017,eFG% 2018,eFG% 2019,eFG% 2020,3PAr 2015,3PAr 2016,3PAr 2017,3PAr 2018,3PAr 2019,3PAr 2020,ORtg 2015,ORtg 2016,ORtg 2017,ORtg 2018,ORtg 2019,ORtg 2020,DRtg 2015,DRtg 2016,DRtg 2017,DRtg 2018,DRtg 2019,DRtg 2020,PG% 2015,PG% 2016,PG% 2017,PG% 2018,PG% 2019,PG% 2020,SG% 2015,SG% 2016,SG% 2017,SG% 2018,SG% 2019,SG% 2020,SF% 2015,SF% 2016,SF% 2017,SF% 2018,SF% 2019,SF% 2020,PF% 2015,PF% 2016,PF% 2017,PF% 2018,PF% 2019,PF% 2020,C% 2015,C% 2016,C% 2017,C% 2018,C% 2019,C% 2020,Sum Seasons
Al-Farouq Aminu,4.824324324,8.768292683,7.639344262,8.434782609,7.320987654,4.777777778,0.400930556,0.413414634,0.395721311,0.406333333,0.42954321,0.275666667,0.459459459,1.536585366,1.147540984,1.811594203,1.185185185,0.5,1.675675676,4.256097561,3.475409836,4.913043478,3.456790123,2,0.286892857,0.349,0.320431034,0.384088235,0.349575,0.29375,1.135135135,1.402439024,1.573770492,0.855072464,1.851851852,1.055555556,1.594594595,1.902439024,2.229508197,1.15942029,2.135802469,1.611111111,0.698146341,0.713754386,0.731844444,0.779064516,0.883163636,0.6167,1.540540541,1.195121951,1.262295082,1.405797101,1.382716049,1.333333333,3.081081081,4.890243902,6.131147541,6.202898551,6.148148148,3.5,4.621621622,6.085365854,7.393442623,7.608695652,7.530864198,4.833333333,0.797297297,1.682926829,1.62295082,1.217391304,1.283950617,1.166666667,0.945945946,0.87804878,0.983606557,1.144927536,0.839506173,1,0.837837838,0.646341463,0.721311475,0.579710145,0.407407407,0.444444444,0.743243243,1.463414634,1.540983607,1.144927536,0.888888889,0.944444444,1.851351351,2.085365854,1.672131148,1.971014493,1.765432099,1.5,5.567567568,10.23170732,8.721311475,9.333333333,9.382716049,4.333333333,1.378378378,0.719512195,0.344262295,3.173913043,4.703703704,-1.944444444,0.486452055,0.52454878,0.512918033,0.537318841,0.564592593,0.362277778,0.446097222,0.499085366,0.470557377,0.520289855,0.511790123,0.329555556,0.352930556,0.483560976,0.454655738,0.582971014,0.47982716,0.448555556,106.1891892,104.5487805,98.78688525,105.3478261,116.5925926,74.94444444,103.7837838,107.3902439,107.5409836,105.6376812,109.3580247,104.6666667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,6
Alfonzo McKinnie,,,,1.071428571,3.819444444,4.275,,,,0.523714286,0.483060606,0.438083333,,,,0.214285714,0.583333333,0.35,,,,0.642857143,1.638888889,1.625,,,,0.357142857,0.325655172,0.2265625,,,,0.142857143,0.375,0.55,,,,0.214285714,0.666666667,0.775,,,,0.667,0.553045455,0.680769231,,,,0.071428571,1.125,0.925,,,,0.428571429,2.305555556,1.9,,,,0.5,3.430555556,2.825,,,,0.071428571,0.430555556,0.35,,,,0.071428571,0.25,0.575,,,,0.071428571,0.208333333,0.2,,,,0.214285714,0.416666667,0.65,,,,0.571428571,1.861111111,1.8,,,,1.5,4.680555556,4.55,,,,-1,0.111111111,-2.325,,,,0.625,0.571149254,0.510694444,,,,0.642857143,0.561712121,0.485638889,,,,0.666714286,0.467530303,0.39025,,,,59.14285714,117.2916667,90.575,,,,106.2142857,112.5555556,116.525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3
Alize Johnson,,,,,1.142857143,1.705882353,,,,,0.155555556,0.362153846,,,,,0.071428571,0.176470588,,,,,0.142857143,0.470588235,,,,,0.5,0.3,,,,,0.285714286,0.411764706,,,,,0.571428571,0.588235294,,,,,0.416666667,0.72925,,,,,0.285714286,0.941176471,,,,,1.071428571,1.882352941,,,,,1.357142857,2.823529412,,,,,0.071428571,0.411764706,,,,,0.071428571,0.176470588,,,,,0.214285714,0.117647059,,,,,0,0.411764706,,,,,0.5,0.705882353,,,,,0.928571429,2,,,,,0.071428571,1.470588235,,,,,0.1942,0.421076923,,,,,0.183333333,0.384615385,,,,,0.166666667,0.125,,,,,30.85714286,73.23529412,,,,,113.4285714,106.5294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,2
Allen Crabbe,3,8.37037037,8.189873418,11.02666667,8.674418605,4.783783784,0.394477273,0.438246914,0.457911392,0.38792,0.346255814,0.325297297,0.588235294,1.382716049,1.696202532,2.68,2.279069767,0.972972973,1.666666667,3.518518519,3.82278481,7.093333333,6.023255814,3.216216216,0.333756757,0.3941125,0.40712987,0.360666667,0.358232558,0.249,0.235294118,1.209876543,1.329113924,1.533333333,0.953488372,0.27027027,0.31372549,1.395061728,1.569620253,1.8,1.302325581,0.378378378,0.71875,0.87645,0.794088889,0.856288889,0.723823529,0.661166667,0.137254902,0.333333333,0.240506329,0.373333333,0.372093023,0.297297297,1.294117647,2.333333333,2.620253165,3.946666667,3.069767442,1.783783784,1.431372549,2.666666667,2.860759494,4.32,3.441860465,2.081081081,0.764705882,1.222222222,1.189873418,1.56,1.069767442,0.891891892,0.37254902,0.777777778,0.683544304,0.626666667,0.534883721,0.405405405,0.294117647,0.197530864,0.253164557,0.466666667,0.302325581,0.108108108,0.294117647,0.790123457,0.784810127,1.04,1.069767442,0.459459459,1.450980392,2.37037037,2.164556962,2.24,2.372093023,1.27027027,3.294117647,10.27160494,10.69620253,13.2,9.604651163,4.648648649,-0.490196078,0.518518519,-1.481012658,-1.013333333,0.093023256,-5.972972973,0.505545455,0.550333333,0.588379747,0.532146667,0.487976744,0.425054054,0.495113636,0.519160494,0.557,0.505306667,0.468883721,0.42172973,0.583863636,0.423765432,0.458303797,0.648053333,0.692372093,0.685837838,108.0980392,109.5061728,113.0886076,102.72,95.86046512,89.54054054,103.5882353,110.8888889,114.4556962,112.16,112.8139535,119.2702703,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Allonzo Trier,,,,,8.09375,4.416666667,,,,,0.447375,0.426125,,,,,0.8125,0.791666667,,,,,2.0625,2.208333333,,,,,0.391789474,0.3108,,,,,2.796875,1.416666667,,,,,3.484375,1.791666667,,,,,0.77886,0.864307692,,,,,0.484375,0.25,,,,,2.59375,0.958333333,,,,,3.078125,1.208333333,,,,,1.859375,1.166666667,,,,,0.4375,0.125,,,,,0.21875,0.166666667,,,,,1.8125,0.916666667,,,,,1.828125,1.208333333,,,,,10.859375,6.458333333,,,,,-3.171875,-2.958333333,,,,,0.55746875,0.5465,,,,,0.4979375,0.502041667,,,,,0.2529375,0.515333333,,,,,100.21875,99.45833333,,,,,116.53125,121.5416667,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Alonzo Gee,3.444444444,3.493150685,1.076923077,,,,0.452934783,0.507184615,0.178571429,,,,0.240740741,0.232876712,0,,,,0.648148148,0.821917808,0.230769231,,,,0.381916667,0.272341463,0,,,,1,0.602739726,0.384615385,,,,1.425925926,0.904109589,0.692307692,,,,0.697555556,0.696,0.533333333,,,,0.685185185,0.821917808,0.307692308,,,,1.055555556,2.534246575,0.846153846,,,,1.740740741,3.356164384,1.153846154,,,,0.462962963,0.98630137,0.461538462,,,,0.648148148,0.863013699,0.384615385,,,,0.12962963,0.178082192,0.076923077,,,,0.611111111,0.753424658,0.307692308,,,,1.074074074,2.315068493,1.076923077,,,,4.462962963,4.452054795,0.846153846,,,,-1.888888889,-2.630136986,-1.230769231,,,,0.53875,0.545969697,0.234375,,,,0.505695652,0.540938462,0.178571429,,,,0.205130435,0.236769231,0.053571429,,,,90.72222222,105.9315068,78.92307692,,,,106.537037,110.8356164,115.3076923,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
Amar'e Stoudemire,8.305084746,4.25,,,,,0.542762712,0.54178,,,,,0,0,,,,,0.06779661,0,,,,,0,,,,,,2.271186441,0.961538462,,,,,3.152542373,1.288461538,,,,,0.713185185,0.771153846,,,,,1.86440678,1.25,,,,,3.711864407,3.019230769,,,,,5.576271186,4.269230769,,,,,0.762711864,0.519230769,,,,,0.491525424,0.346153846,,,,,0.644067797,0.788461538,,,,,1.322033898,0.903846154,,,,,2.728813559,1.769230769,,,,,11.52542373,5.769230769,,,,,-0.949152542,0.173076923,,,,,0.580915254,0.596235294,,,,,0.542762712,0.54178,,,,,0.006711864,0,,,,,111.7966102,106.6730769,,,,,108.2033898,105.3076923,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2
Amile Jefferson,,,,,1.333333333,0.777777778,,,,,0.5917,0.3,,,,,0,0,,,,,0,0,,,,,,,,,,,0.583333333,0.277777778,,,,,0.666666667,0.777777778,,,,,0.916666667,0.4,,,,,0.5,0.555555556,,,,,1.25,0.722222222,,,,,1.75,1.277777778,,,,,0.25,0.222222222,,,,,0.25,0.055555556,,,,,0.25,0.166666667,,,,,0.083333333,0.166666667,,,,,0.666666667,0.388888889,,,,,2.25,0.833333333,,,,,1.083333333,1,,,,,0.6887,0.384363636,,,,,0.5917,0.3,,,,,0,0,,,,,123.4166667,58.88888889,,,,,98.41666667,113.7777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,3
Amir Coffey,,,,,,3,,,,,,0.463714286,,,,,,0.333333333,,,,,,1.055555556,,,,,,0.361111111,,,,,,0.333333333,,,,,,0.611111111,,,,,,0.375,,,,,,0.222222222,,,,,,0.666666667,,,,,,0.888888889,,,,,,0.777777778,,,,,,0.277777778,,,,,,0.111111111,,,,,,0.444444444,,,,,,1.111111111,,,,,,3.222222222,,,,,,-0.294117647,,,,,,0.581428571,,,,,,0.569071429,,,,,,0.389785714,,,,,,96.05555556,,,,,,114.3333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Amir Johnson,6.92,5.392405063,4.625,3.513513514,3.078431373,,0.568733333,0.567886076,0.574139241,0.538878788,0.497130435,,0.253333333,0.126582278,0.3375,0.135135135,0.235294118,,0.613333333,0.544303797,0.825,0.432432432,0.784313725,,0.449966667,0.2005,0.344681818,0.326043478,0.277777778,,1.053333333,0.873417722,0.8375,0.702702703,0.607843137,,1.72,1.53164557,1.25,1.148648649,0.803921569,,0.591139535,0.610227273,0.6492,0.598484848,0.776315789,,2.12,2.253164557,1.475,1.662162162,0.921568627,,3.96,4.139240506,3.1,2.797297297,1.960784314,,6.08,6.392405063,4.575,4.459459459,2.882352941,,1.56,1.746835443,1.75,1.594594595,1.176470588,,0.586666667,0.658227848,0.6375,0.608108108,0.31372549,,0.786666667,1.050632911,0.775,0.594594595,0.254901961,,1.466666667,1.189873418,0.9625,0.743243243,0.882352941,,3,2.708860759,2.6375,2.594594595,1.941176471,,9.253333333,7.303797468,6.5,4.621621622,3.941176471,,0.813333333,1.759493671,2.625,0.040540541,-1.37254902,,0.598973333,0.590670886,0.614265823,0.582308824,0.580041667,,0.58984,0.582126582,0.608202532,0.556151515,0.531086957,,0.092933333,0.103987342,0.180278481,0.111863636,0.249130435,,112.88,113.5316456,118.2125,120.2702703,111.8039216,,108.4,102.721519,107.5,102.7567568,109.8627451,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,5
Anderson Varej?o,7.692307692,2.339622642,1,,,,0.536423077,0.403086957,0.35,,,,0,0,0,,,,0.076923077,0.018867925,0,,,,0,0,,,,,1.269230769,0.603773585,0.571428571,,,,1.730769231,0.943396226,0.785714286,,,,0.767733333,0.645833333,0.6,,,,2.192307692,0.698113208,0.857142857,,,,4.346153846,1.962264151,1.071428571,,,,6.538461538,2.660377358,1.928571429,,,,1.346153846,0.660377358,0.714285714,,,,0.730769231,0.301886792,0.214285714,,,,0.615384615,0.188679245,0.214285714,,,,1.346153846,0.41509434,0.571428571,,,,2.230769231,1.320754717,1.142857143,,,,9.807692308,2.603773585,1.285714286,,,,0.192307692,0.452830189,-2.142857143,,,,0.565538462,0.45677551,0.399545455,,,,0.536423077,0.403086957,0.35,,,,0.007923077,0.02173913,0,,,,113.6538462,95.20754717,84.85714286,,,,106.5769231,102.8867925,104.6428571,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,3
Andre Dawkins,1.5,,,,,,0.166666667,,,,,,0.25,,,,,,1.5,,,,,,0.166666667,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,0.5,,,,,,0.5,,,,,,0.25,,,,,,0,,,,,,0,,,,,,0.25,,,,,,0.75,,,,,,0.75,,,,,,-1,,,,,,0.25,,,,,,0.25,,,,,,1,,,,,,42,,,,,,118.25,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Andre Drummond,11.7195122,13.08641975,11.24691358,11.29487179,13.3164557,13.75438596,0.507463415,0.530691358,0.528580247,0.528064103,0.535683544,0.544754386,0,0.024691358,0.024691358,0,0.063291139,0.087719298,0.024390244,0.074074074,0.086419753,0.141025641,0.481012658,0.614035088,0,0.333333333,0.285714286,0,0.132172414,0.090291667,1.731707317,2.567901235,1.691358025,3.064102564,3.075949367,2.964912281,4.451219512,7.234567901,4.382716049,5.064102564,5.215189873,5.157894737,0.386958904,0.342716049,0.38228169,0.590613333,0.587424658,0.565,5.329268293,4.87654321,4.259259259,5.115384615,5.35443038,4.385964912,8.134146341,9.913580247,9.50617284,10.87179487,10.24050633,10.77192982,13.46341463,14.79012346,13.7654321,15.98717949,15.59493671,15.15789474,0.670731707,0.827160494,1.111111111,3.038461538,1.417721519,2.666666667,0.890243902,1.469135802,1.530864198,1.461538462,1.721518987,1.912280702,1.865853659,1.382716049,1.098765432,1.628205128,1.746835443,1.631578947,1.463414634,1.913580247,1.87654321,2.564102564,2.215189873,3.561403509,3.475609756,3.024691358,2.925925926,3.205128205,3.443037975,3.526315789,13.7804878,16.22222222,13.64197531,15.01282051,17.34177215,17.71929825,-0.719512195,1.543209877,-3.382716049,-0.653846154,2.253164557,-3.350877193,0.495134146,0.501901235,0.516074074,0.553858974,0.553873418,0.559175439,0.507463415,0.531925926,0.529555556,0.528064103,0.538164557,0.548894737,0.001414634,0.005765432,0.006641975,0.012397436,0.034531646,0.044421053,104.4390244,102.4074074,103.8148148,113.0128205,111.4050633,103.0175439,101.097561,98.74074074,100.0493827,99.82051282,101.556962,103.0175439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6
Andre Iguodala,6.441558442,5.661538462,5.460526316,5,4.441176471,4.19047619,0.462506494,0.46634375,0.500184211,0.486190476,0.510615385,0.456095238,0.961038961,0.830769231,0.842105263,0.515625,0.705882353,0.666666667,2.753246753,2.369230769,2.328947368,1.828125,2.117647059,2.238095238,0.332527778,0.349410714,0.341295775,0.279,0.318814815,0.341666667,0.883116883,0.784615385,0.947368421,0.859375,0.573529412,0.285714286,1.480519481,1.276923077,1.342105263,1.359375,0.985294118,0.714285714,0.570341463,0.607172414,0.703558824,0.613151515,0.573076923,0.380857143,0.571428571,0.8,0.671052632,0.78125,0.705882353,0.80952381,2.766233766,3.246153846,3.328947368,3.0625,3,2.904761905,3.337662338,4.046153846,4,3.84375,3.705882353,3.714285714,2.961038961,3.369230769,3.434210526,3.28125,3.176470588,2.428571429,1.155844156,1.123076923,1,0.84375,0.897058824,0.666666667,0.324675325,0.292307692,0.513157895,0.59375,0.75,1,1.142857143,1.215384615,0.763157895,1.046875,0.764705882,1.238095238,1.298701299,1.569230769,1.276315789,1.546875,1.397058824,1.666666667,7.844155844,7.030769231,7.552631579,6,5.720588235,4.571428571,5.714285714,7,6.921052632,4.40625,4.632352941,-1.285714286,0.555220779,0.542234375,0.591355263,0.556492063,0.595969231,0.554285714,0.534779221,0.537,0.570894737,0.537031746,0.591046154,0.550619048,0.427766234,0.412671875,0.429236842,0.347952381,0.479153846,0.524428571,109.9220779,113.5846154,127.8684211,116.4375,128.2352941,94.38095238,103.5454545,105.0461538,106.2105263,109.25,109.75,110.2380952,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6
Andre Ingram,,,,8.5,1.5,,,,,0.486,0,,,,,2.5,0,,,,,4.5,0.75,,,,,0.525,0,,,,,1.5,0,,,,,1.5,0,,,,,1,,,,,,0.5,0.25,,,,,2.5,0.25,,,,,3,0.5,,,,,3.5,0,,,,,1.5,0.25,,,,,1.5,0,,,,,1.5,0.25,,,,,1.5,0,,,,,12,0,,,,,10,1.25,,,,,0.6485,0,,,,,0.639,0,,,,,0.5345,0.25,,,,,128,4.75,,,,,100,113,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Andre Miller,3.580246914,2.717948718,,,,,0.495527778,0.531068966,,,,,0.086419753,0.051282051,,,,,0.419753086,0.205128205,,,,,0.16332,0.25,,,,,0.716049383,0.615384615,,,,,0.950617284,0.820512821,,,,,0.7417,0.794846154,,,,,0.456790123,0.307692308,,,,,1.432098765,1,,,,,1.888888889,1.307692308,,,,,3.50617284,2.230769231,,,,,0.395061728,0.41025641,,,,,0.074074074,0,,,,,1.283950617,0.948717949,,,,,1.271604938,1.179487179,,,,,4.382716049,3.692307692,,,,,-1.580246914,0.820512821,,,,,0.548253333,0.554566667,,,,,0.502472222,0.538275862,,,,,0.108194444,0.062413793,,,,,105.7407407,105.2820513,,,,,109.4320988,112.3846154,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Andre Roberson,3,3.914285714,5.860759494,4.153846154,,4.142857143,0.498789474,0.512652174,0.454063291,0.584179487,,0.2845,0.313432836,0.457142857,0.569620253,0.205128205,,0.428571429,1.268656716,1.471428571,2.329113924,0.923076923,,2,0.221590909,0.302894737,0.217478873,0.223809524,,0.2,0.343283582,0.471428571,0.594936709,0.307692308,,0.142857143,0.71641791,0.771428571,1.405063291,0.974358974,,0.285714286,0.462944444,0.61668,0.411813953,0.410230769,,0.5,0.895522388,1.128571429,1.240506329,1.923076923,,1,2.910447761,2.457142857,3.860759494,2.820512821,,2.857142857,3.805970149,3.585714286,5.101265823,4.743589744,,3.857142857,1.044776119,0.671428571,1,1.179487179,,0.571428571,0.791044776,0.757142857,1.189873418,1.153846154,,0.142857143,0.432835821,0.6,1,0.897435897,,0.428571429,0.686567164,0.5,0.64556962,0.769230769,,0.285714286,2.104477612,1.9,2.582278481,2.282051282,,1.857142857,3.402985075,4.814285714,6.607594937,4.974358974,,2.857142857,1.537313433,3.742857143,1.898734177,4.820512821,,-0.428571429,0.564,0.579449275,0.499253165,0.604076923,,0.358666667,0.560157895,0.575956522,0.499265823,0.61774359,,0.351833333,0.420508772,0.402217391,0.405759494,0.232692308,,0.4465,109.6119403,121.3285714,105.9367089,126.3846154,,63.57142857,105,105.6428571,107.164557,105.7179487,,105.2857143,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
Andrea Bargnani,12.44827586,6.065217391,,,,,0.4355,0.428444444,,,,,0.517241379,0.065217391,,,,,1.413793103,0.347826087,,,,,0.33255,0.214285714,,,,,3,1.02173913,,,,,3.689655172,1.239130435,,,,,0.803961538,0.797888889,,,,,1.103448276,0.608695652,,,,,3.275862069,1.5,,,,,4.379310345,2.108695652,,,,,1.586206897,0.391304348,,,,,0.068965517,0.086956522,,,,,0.931034483,0.195652174,,,,,1.448275862,0.565217391,,,,,1.827586207,1.326086957,,,,,14.82758621,6.608695652,,,,,-9.344827586,-4.195652174,,,,,0.497551724,0.454577778,,,,,0.453142857,0.434222222,,,,,0.102,0.046133333,,,,,96.10344828,89.32608696,,,,,113.7586207,113.5434783,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,2
Andrei Kirilenko,0.714285714,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0.428571429,,,,,,0.571428571,,,,,,0.75,,,,,,0.285714286,,,,,,0.857142857,,,,,,1.142857143,,,,,,0.142857143,,,,,,0.142857143,,,,,,0,,,,,,0.142857143,,,,,,0.142857143,,,,,,0.428571429,,,,,,-4.142857143,,,,,,0.105,,,,,,0,,,,,,0,,,,,,45.85714286,,,,,,107.4285714,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Andrew Bogut,5.298507463,3.985714286,3,1.041666667,3.272727273,,0.580358209,0.621014706,0.503913043,0.69725,0.538,,0,0.014285714,0,0,0,,0,0.014285714,0.037037037,0,0,,,1,0,,,,0.328358209,0.342857143,0.111111111,0.083333333,0.272727273,,0.626865672,0.714285714,0.407407407,0.083333333,0.272727273,,0.482608696,0.473684211,0.15,1,1,,2.104477612,1.728571429,2.074074074,1.083333333,1.090909091,,6,5.3,6,2.166666667,3.909090909,,8.104477612,7.028571429,8.074074074,3.25,5,,2.686567164,2.314285714,1.814814815,0.625,1,,0.582089552,0.471428571,0.481481481,0.166666667,0.272727273,,1.686567164,1.628571429,0.925925926,0.541666667,0.727272727,,1.582089552,1.185714286,1.592592593,0.791666667,0.727272727,,2.805970149,3.157142857,3.185185185,1.666666667,2,,6.298507463,5.357142857,2.925925926,1.5,3.545454545,,8.059701493,5.685714286,-1.259259259,-1.208333333,1,,0.583850746,0.614637681,0.491130435,0.731,0.553333333,,0.580358209,0.623455882,0.503913043,0.69725,0.538,,0,0.004897059,0.008695652,0,0,,111.7462687,120.9,96.48148148,103.6956522,123.6363636,,94.97014925,100.0571429,103.0740741,107.4347826,101.7272727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,5
Andrew Goudelock,,2.5,,,,,,0.382833333,,,,,,0.125,,,,,,1.125,,,,,,0.083333333,,,,,,0.375,,,,,,0.5,,,,,,0.75,,,,,,0.125,,,,,,0.125,,,,,,0.25,,,,,,0.5,,,,,,0.75,,,,,,0.25,,,,,,0.875,,,,,,0.5,,,,,,2.75,,,,,,1.25,,,,,,0.461333333,,,,,,0.394833333,,,,,,0.519833333,,,,,,60.75,,,,,,103.875,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Andrew Harrison,,,5,7.660714286,3.117647059,,,,0.362695652,0.407892857,0.308,,,,0.597222222,0.839285714,0.294117647,,,,2.166666667,2.535714286,1.470588235,,,,0.30584127,0.327431373,0.230769231,,,,2.055555556,2.214285714,1,,,,2.694444444,2.839285714,1.058823529,,,,0.786133333,0.813837209,0.928571429,,,,0.319444444,0.410714286,0.352941176,,,,1.569444444,1.928571429,0.823529412,,,,1.888888889,2.339285714,1.176470588,,,,2.75,3.160714286,1.411764706,,,,0.736111111,0.678571429,0.235294118,,,,0.291666667,0.464285714,0.117647059,,,,1.180555556,1.446428571,0.705882353,,,,2.694444444,2.464285714,2,,,,5.902777778,9.517857143,3.176470588,,,,-0.361111111,-3.607142857,-1.294117647,,,,0.515471429,0.519214286,0.460933333,,,,0.440333333,0.465017857,0.369333333,,,,0.478884058,0.371035714,0.4438,,,,103.875,102.6964286,104,,,,109.9722222,112.3571429,115.6470588,,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Andrew Nicholson,4.75,5.535714286,2.921052632,,,,0.389411765,0.413795918,0.364235294,,,,0.325,0.732142857,0.131578947,,,,1.025,2.035714286,0.710526316,,,,0.253458333,0.331866667,0.129611111,,,,0.375,0.910714286,0.236842105,,,,0.625,1.160714286,0.368421053,,,,0.59025,0.812347826,0.611111111,,,,0.425,0.607142857,0.394736842,,,,1.625,2.982142857,1.210526316,,,,2.05,3.589285714,1.605263158,,,,0.55,0.446428571,0.263157895,,,,0.15,0.178571429,0.421052632,,,,0.3,0.392857143,0.157894737,,,,0.6,0.732142857,0.447368421,,,,1.275,1.232142857,1.447368421,,,,4.85,6.857142857,2.631578947,,,,-2.075,0.607142857,-3.394736842,,,,0.44,0.498,0.418222222,,,,0.426529412,0.475285714,0.386705882,,,,0.220941176,0.400632653,0.285705882,,,,75.925,82.625,84.86842105,,,,111.525,107.6964286,107.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,3
Andrew White,,,,4.866666667,,,,,,0.292266667,,,,,,1.2,,,,,,3.266666667,,,,,,0.341928571,,,,,,0.066666667,,,,,,0.266666667,,,,,,0.333333333,,,,,,0.266666667,,,,,,2,,,,,,2.266666667,,,,,,0.4,,,,,,0.2,,,,,,0.066666667,,,,,,0.533333333,,,,,,0.8,,,,,,4.6,,,,,,-5.066666667,,,,,,0.399533333,,,,,,0.407133333,,,,,,0.6586,,,,,,65.06666667,,,,,,117.2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
